data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD6_i	BXD6_ii	BXD8_i	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_i	BXD12_ii	BXD13_i	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Itga6	-0.409044987	-0.731618045	-0.783524331	-0.277518975	-0.737932456	-0.299038667	-0.542445963	-0.010650032	-0.111509039	-0.777602973	-0.307101288	-0.504899042	-0.18299974	-0.338342794	-1.232912835	-0.689072853	0.083834004	-0.096827294	-0.446172573	-0.096194153	-0.189428492	-0.601283508	-1.03726116	0.233196492	-0.658653416	-0.577382929	-0.409303229	-0.423461832	-0.821043866	-0.360432787	-0.236826787	-0.152967256	-0.048768521	-0.3955797	-0.443064205	-0.446447694	-0.017307053	0.211239619	0.071113014	-0.415156607	-0.251189821	-0.525275384	-0.809748672	-0.458050372	0.008558674	-0.60672415	-0.538467966	0.485019165	-0.490131016	-0.627076272	-0.661343278	0.069340276	-0.630827139	-0.564791881	-0.314650563	-0.547346306	-0.083753547	-0.13166834	-0.48991447	0.01653394	-0.843493337	-0.645770725	-0.114615338	-0.192057802	0.032154918	-0.3127937	-0.440820254	-0.395545339	0.005315115	-0.895602868	-0.642876632	-0.488538867	-0.045714321	0.220465653	-0.465901948	-0.236477883	-0.380230345	-0.692595683	-0.587805952	-0.336650207	-0.721598182	-0.188790409	-0.949453546	-0.343959752	-0.242401741	-0.122821074
Relb	1.21508927	0.69962878	1.29919134	0.49924654	0.91587704	0.40992424	0.60602232	0.68163796	0.61606057	1.24738792	0.28279719	0.28497598	0.11111478	0.4867373	0.00422617	0.32951906	0.40976355	0.73576574	0.75527729	0.69030243	0.97347631	1.36844983	1.78295264	0.7979221	1.08337106	0.76495438	0.38291077	0.76435034	0.8239311	1.78243577	0.12890136	0.60297482	1.30942949	2.07313818	0.62171532	0.49214144	0.28148005	0.91754054	0.2881784	0.20091213	0.46267304	0.71339957	0.11912303	0.08642923	0.34271023	0.5860577	0.347809633	0.714454863	0.719227593	0.633079903	0.670748853	0.505881303	0.825429203	0.936861153	0.640289469	0.644094669	0.483542289	0.429848629	0.883896019	1.363580349	0.903610759	0.985166049	0.323225639	0.499143299	0.341671729	0.390019509	0.768101269	0.761889559	0.657099149	0.792778679	0.949036499	0.998653659	0.541647909	0.015183669	0.317795969	0.454135609	0.706301159	0.738390289	1.295028179	1.050276419	1.017852009	0.969290849	0.482576429	0.269315619	-0.022966871	0.394970329
Cct8	-0.16774815	-0.08873875	-0.03799739	0.06606597	0.01215638	-0.17113934	-0.25731624	-0.23229157	-0.37283708	-0.25288049	-0.12818887	-0.05331637	0.02134982	-0.09847924	-0.07684198	-0.06484857	-0.3057874	-0.36405042	0.09470518	-0.22099274	-0.04363131	-0.03236848	-0.16243152	-0.20902583	-0.05307935	-0.14521773	-0.03708269	-0.1007255	-0.14054842	-0.40570389	-0.00516601	-0.50011956	-0.06892836	-0.21776914	-0.09016192	-0.03794499	-0.08507497	-0.32407243	-0.12188856	0.1611861	-0.41570966	-0.22257808	0.0102217	0.19750039	-0.50790194	-0.12668641	-0.041555906	-0.309927696	-0.149150406	-0.318259916	-0.086184146	-0.076009926	-0.147051246	0.044782934	-0.19818782	-0.05739383	-0.2690929	-0.07471087	-0.24477203	-0.14524759	-0.30429768	-0.25268364	-0.04798723	-0.02674184	-0.20081623	-0.12879202	-0.06710508	0.20293644	-0.2875483	-0.21260361	-0.0290261	-0.03196762	-0.21938871	0.25778646	-0.22327186	-0.36843339	-0.08643057	-0.17423576	-0.37010126	-0.29651703	-0.11985214	-0.10183479	-0.2205784	-0.00947256	-0.06017757	-0.06292975
Ly96	0.424854573	0.829909627	0.81384444	0.588307649	0.607350247	0.44466056	0.447852202	0.42571786	0.47337932	0.491256193	0.319572531	0.209939697	0.295774355	-0.218629239	0.39552626	0.48699017	0.1997603	0.254694097	0.586715211	0.233776774	0.2745406	1.070182507	0.778190067	0.557314021	0.716704436	0.884459802	0.31079945	0.591293559	0.35287554	0.526464266	0.346736151	0.33633282	0.68242063	0.59847387	0.559253002	0.263170423	0.367370381	0.393912143	0.159098345	0.256171184	0.517543112	0.347544575	0.434077272	0.592520855	0.520169429	0.17133341	0.385031878	0.347591373	0.183118187	0.630711008	0.172112269	0.498207969	0.483996449	0.730970222	0.314122937	0.32395904	0.44114755	0.643854195	0.31749786	0.712247169	1.2195633	0.84459052	-0.044376129	0.37128804	0.258141426	0.327646329	0.437500027	0.649482041	0.344211898	0.934715504	0.349248929	0.668499182	0.451597833	0.264109816	0.252737095	0.04464959	0.280131712	0.342403235	0.538291933	0.207241414	0.502328397	0.844508617	0.40011475	0.405713908	0.166471747	0.198977987
Hhex	-0.59834923	-0.06915346	-0.29118885	-0.50965181	-0.23610705	-0.42064199	-0.17964894	-0.40193739	-0.37831054	-0.11979691	0.01720086	-0.17083572	-0.41702314	-0.62175099	-0.21620381	-0.32418783	-0.30218842	-0.61910465	-0.40815452	-0.6120922	-0.484566	-0.48533531	-0.82836176	-0.775390677	-0.53503048	-0.41010822	-0.20885047	-0.44648502	-0.41168759	-0.14503804	-0.29113149	-0.33504086	-0.51386638	0.05447796	-0.3012742	-0.24474657	-0.30896263	-0.00712525	-0.34300898	-0.51390773	-0.43463497	-0.5809223	-0.24519647	-0.44403783	-0.43037654	-0.09768143	-0.433070961	-0.263898571	-0.537430671	-0.264270591	-0.307298391	-0.051500351	-0.438965261	-0.627153181	-0.043296111	-0.197657661	-0.087526491	-0.242971211	-0.563438411	-0.619065541	-0.350224081	-0.721615441	-0.368305441	-0.170699281	-0.223585091	-0.201482801	-0.003875441	-0.116179281	-0.328392501	-0.220008141	-0.631285041	-0.522334981	-0.292878841	-0.392475561	-0.524891441	-0.565989811	-0.156574391	-0.558499321	-0.272559291	-0.735033021	-0.603476861	-0.615621771	-0.285032731	-0.483075601	-0.083511251	-0.707010688
Mcm2	-1.123332659	-0.866181195	-0.817148786	-0.731003776	-0.687972875	-0.604962498	-0.698185753	-0.78781709	-0.75599076	-1.189054562	-0.645805806	-0.35073196	-0.427385437	-0.60626355	-0.256195363	-0.124857588	-1.021250123	-1.017277136	-0.694072286	-1.182135557	-0.901578192	-1.538680544	-1.542015818	-1.223331531	-0.982176999	-0.623233428	-0.5937278	-0.44401374	-0.882828813	-0.530906655	-0.51420588	-0.685699815	-1.490010666	-0.953314584	-0.913875265	-0.307381633	-0.49256653	-1.28330385	-0.789182215	-0.416581455	-1.148095235	-1.272751901	-0.629242681	-0.419262617	-1.054963898	-0.584715529	-0.673549656	-0.934661034	-0.833137566	-0.712415556	-0.405202713	-1.100451914	-0.894950615	-0.707966042	-0.553693668	-0.634101627	-1.103709509	-0.772021928	-1.211611989	-1.19213989	-1.12399223	-1.012596913	-0.584812189	-0.593121109	-0.231362526	-0.472838531	-0.151053514	-0.226735784	-0.613161364	-1.111601985	-0.889674308	-0.874593115	-0.980631171	-0.693581045	-1.10185856	-0.689551405	-0.647919324	-0.459989214	-1.513025084	-0.794454949	-1.402006038	-1.59043311	-0.843694135	-0.663410989	0.064299233	-0.930857648
Myc	-1.2565814	-1.1639404	-0.76654933	-0.87923591	-1.37525595	-0.73563231	-1.47652171	-0.45589094	-0.70447408	-2.04338836	-0.86495072	-0.84142098	0.16658831	-0.36103538	-1.3149556	-1.92951308	-0.32626694	-1.0116371	-0.23135121	-1.695637835	-1.6634137	-1.158516193	-0.87823366	-0.628126683	-0.47458866	-1.35550854	0.02403039	-0.84829558	-1.41769654	-1.599748742	-0.73201798	-1.66592068	-0.61569773	-1.26003509	-0.66420118	-0.2253502	-0.7360786	-0.9213867	-1.077725781	-0.71812968	-0.84871579	-1.54529721	-0.50719355	-0.69200263	-0.50478666	-0.56143471	-0.348670201	-0.649279021	-1.211065761	-1.678405721	-0.779401411	-0.758537412	-0.637172691	-1.124679821	-0.917294774	-1.469295596	-1.316054956	-1.057495418	-0.910791628	-1.311014164	-0.865438953	-1.425553322	-0.155342694	-0.718325264	-0.411821314	-0.972231254	-0.410718764	-0.270032494	-0.385993644	-0.798904184	-0.507777824	-2.304135086	-1.215042654	0.277368542	-0.674731278	-0.770285714	-0.986781044	-1.060102784	-1.570649372	-0.874684537	-1.006420564	-0.891445499	-1.345221864	-0.780650944	-0.744779564	-0.819423704
Ddx39	-0.16089933	-0.21358113	0.06734617	-0.06993307	0.11797398	-0.31926138	-0.25188948	-0.17054866	-0.25410994	0.05339693	-0.25588777	0.13673597	-0.30941973	-0.02814833	-0.32840113	0.00439253	-0.23848785	-0.38981414	-0.00709747	-0.4539689	-0.00862576	-0.4984671	-0.11601527	-0.2823445	-0.22063769	-0.01640423	-0.15365805	-0.29024071	-0.23888515	-0.05444371	-0.22715104	-0.19488864	-0.18794722	0.05307285	-0.27238953	-0.47556788	-0.23103125	-0.06551068	-0.35818834	0.13517671	-0.53915657	-0.08189316	-0.12139422	-0.21052194	-0.5200163	-0.06276283	-0.159247651	-0.693134481	-0.007347041	-0.125665511	0.120537029	-0.274025941	-0.320695601	-0.025217351	-0.093506801	-0.067944841	-0.254094461	-0.452605511	-0.186525481	-0.152196691	-0.491447151	-0.386888161	-0.235365921	0.002854249	-0.136521831	-0.194724781	-0.097127821	0.045615749	-0.150998061	-0.298662051	-0.255935341	-0.204760851	-0.368239561	-0.129256261	-0.369022081	-0.207573691	-0.066350981	-0.038257951	-0.351026401	-0.208252611	-0.232672481	-0.114349861	-0.416911901	-0.077439971	-0.226496671	-0.009310801
Ptgs1	-0.83321108	-0.50385921	-0.31814079	-0.73412983	-0.66922463	-1.01819686	-0.4257074	-0.67125441	-0.63593511	-1.07575736	-0.65168849	-0.26237565	0.18643711	-0.11445732	-0.4016946	-0.2457929	-0.911296781	-0.78909551	-0.27868942	-0.65175747	-0.78341605	-1.34245226	-1.46167388	-0.79457974	-0.5123137	-0.29255679	-0.15786795	-0.36025686	-1.20265021	-0.91875367	-0.81812463	-0.46051274	-0.73756288	-0.97280537	-0.44543944	-0.1427666	-0.74315516	-0.54120436	-0.46634404	-0.10494273	-0.76777733	-0.4666376	0.215629	-0.16471921	-1.01675123	-0.74946914	-0.363997669	-0.588859089	-0.653286989	-0.499433939	-0.148933239	-0.300616079	-0.932597659	-0.948242689	-0.779471018	-0.728227238	-0.110041198	-0.216177768	-0.971093678	-1.236609508	-0.475285418	-1.093887018	-0.172262978	-0.286808318	-0.647870868	-0.686503908	-0.117128458	-0.111868078	-0.235074988	-0.247105408	-0.340597818	-0.642105498	-0.461802688	-0.498101828	-0.416975538	-0.549761938	-0.130879618	-0.534867158	-0.124164698	-0.384444758	-0.762016988	-0.922331468	-0.682380278	-0.533196298	-0.868247528	-0.338327498
Stat4	0.72741015	0.801813934	1.263021566	0.51232289	0.194181824	0.420392871	0.622224127	0.873975441	0.25454502	0.29551326	0.655637704	-0.517818909	0.54223007	0.196730829	-1.386217889	-1.263566138	0.391442735	0.664998806	-0.137827684	0.317246562	-0.05045956	1.368059346	0.562056633	0.917022764	0.63945615	1.236994738	0.347576075	0.426009469	0.516867059	1.128294477	0.002447085	0.36754733	1.787433254	1.699095109	0.725666698	0.417662684	-0.163198361	0.929290791	-0.044835646	-0.08905386	0.527051599	0.389951541	0.362579279	-0.017859736	0.466625569	0.729302806	0.406987921	0.695919103	-0.252340081	0.256013593	-0.056729917	0.286652878	1.101506909	0.806114387	0.296802109	0.478467912	-0.149366329	0.386281251	-0.083673062	1.778874332	1.437786524	1.063170111	0.353223415	0.104665298	0.595413588	0.533944048	0.593382204	0.618700487	0.429097631	0.860844623	0.093872071	0.46373272	0.201335165	0.389366991	0.268878395	0.024297149	0.29247232	-0.209221711	1.237711713	0.482680631	0.055671965	0.227224072	0.116279107	-0.06190355	-0.029837361	0.020781287
Cttn	0.584828911	0.948562047	0.890819115	1.214259268	0.727805169	0.580959	0.625547157	0.924309867	1.033470116	1.028768535	0.329675709	0.458848588	0.450757759	0.093430074	-0.468288709	-0.272057959	0.823287892	0.566043941	0.549236349	0.280706453	0.377890595	0.970554952	0.784449054	0.812575154	0.769440236	0.61578567	0.715681074	0.970007414	0.730649526	1.118627847	0.226844403	0.77565073	1.582482465	1.506206682	0.974752071	0.592081193	0.891043102	0.936494583	0.430533557	0.423167274	0.68565512	0.507280857	0.583203863	0.695751141	0.64242698	0.61561533	0.844405854	0.607122616	0.959533133	0.490302587	0.389878402	0.398212243	0.835617239	0.593585652	1.124884	0.437891995	0.463684902	0.614306873	0.542514113	1.006899952	0.683169497	0.904930309	0.61815841	0.457550413	0.921353569	0.595429318	0.673438648	0.630439614	0.772309606	0.779418431	0.375158245	0.467113314	0.499267301	0.657308271	0.894785288	0.562113222	0.559022153	0.754235888	0.584953075	0.919224374	0.263806348	1.117483463	0.169726915	0.535580434	1.008097798	0.657856212
Dusp16	0.904694535	0.804719844	0.723513621	0.689288565	0.564346837	0.345306487	0.14320672	0.711997516	1.158192803	1.176129141	0.124264861	0.005707102	0.233884115	0.592006774	-0.399670868	-0.575078495	0.549121037	0.480998616	0.186037782	0.54301836	0.4220824	1.144971342	1.370812913	1.000849363	0.805556805	0.651021326	0.48055597	0.304727108	0.697281442	0.98553857	0.327899203	0.638951298	1.63398803	1.816501767	0.894177461	0.538277664	0.240839544	0.690729432	0.400015621	0.090773004	0.484791831	0.305166472	0.140057562	-0.042851052	0.29356086	0.225358894	0.350056714	0.234532036	0.72868702	0.387943284	0.741896433	0.230135454	0.711694686	0.741229588	0.644560235	0.249827162	0.153054013	-0.088862444	0.908616366	0.616164872	0.591538104	0.636675802	0.437296431	0.221273121	0.276201434	0.338005688	0.678961484	0.500843313	0.928607265	0.565967995	0.861252148	0.50425273	-0.08841806	-0.093998009	0.654786476	0.839283345	0.214316936	1.065077559	0.679590667	0.670041878	0.769656417	1.084611049	0.015639228	0.285281112	0.365992177	0.77816625
Crkl	0.558076186	0.814129992	0.783390365	0.554723861	0.89071076	0.868640162	0.73349039	0.560709634	0.807552068	1.02984589	0.603346755	0.24629832	0.310010468	0.326145424	0.420658509	0.495751127	0.296166462	0.424113929	0.548180086	0.325365695	0.620580015	0.714556337	0.834677093	0.647862272	0.762406225	0.927699155	0.43964376	0.583189646	0.461958722	0.861721591	0.240099167	0.29440504	0.746936382	1.187249435	0.521800728	0.634050138	0.365261164	0.560373721	0.457339079	0.363206108	0.266443419	0.594970799	0.436405423	0.32606717	0.657373034	0.632945241	0.388609134	0.836425491	0.31076574	0.39613218	0.638078789	0.36328512	0.769305609	0.649567654	0.755051957	0.394230651	0.489319708	0.327485425	0.735892337	0.409987435	0.752366232	0.577488266	0.532011439	0.362064761	0.554892897	0.574020891	0.649834218	0.566022216	0.484648429	0.537307446	0.70386832	0.622495216	0.185797581	0.324061463	0.482126208	0.794292913	0.417710441	0.589725754	0.444746477	0.664744932	0.433211347	0.645841469	0.468698631	0.380567945	0.543362792	0.530924343
Nlrp3	0.18133641	0.3440968	0.20446951	0.30315417	0.12889961	0.2126394	-0.0960685	0.17796885	0.66015817	0.51465379	-0.26173957	-0.17419055	-0.11451677	0.30202624	-0.52213117	-0.38697224	0.0768883	-0.21009996	-0.23204281	-0.38929582	-0.10901603	0.01808348	0.00372181	0.18127193	0.18462322	0.30528724	-0.05858876	-0.32669617	0.04038649	0.62079907	-0.17439063	-0.01792375	0.54882173	0.171449	0.28462358	0.33028462	-0.10303692	0.54853955	-0.14883702	-0.00369233	-0.19382736	0.00079248	-0.15489023	-0.18005464	-0.49143117	-0.2023822	-0.230105744	-0.220274634	-0.036098104	-0.238265294	0.146034736	0.279251386	0.182706336	-0.022386134	0.370591731	-0.089165249	-0.060393339	0.074660901	0.190965281	-0.336236569	0.224696841	0.136219211	-0.325763229	-0.144999609	-0.264313169	-0.234283739	0.082572151	-0.219795969	-0.124991949	-0.119502879	-0.095702719	-0.061401629	-0.402135139	-0.246173959	0.500145611	0.333834381	-0.348092279	0.357447851	-0.204397069	-0.053296999	-0.139513539	0.306984921	-0.601936319	-0.282554439	0.257283371	0.035388521
Elavl4	-0.315635416	0.19150787	0.697424391	1.507568569	0.577337675	1.366754908	1.293706223	0.437287471	0.538972432	1.644575332	-0.169130148	0.454333105	1.334147376	1.504035041	-1.179816653	-1.770896571	1.052985112	1.24528482	1.564093889	0.946020794	0.244996324	1.929981206	0.896475672	-0.281794793	1.235282369	1.333995058	1.744219893	0.606476026	0.532894624	1.309615131	0.39202954	0.223561449	3.983592603	3.072553505	0.274875797	0.678207925	0.380947926	0.892163917	0.859771842	1.847405632	0.6174307	0.469980128	1.091611694	1.540869825	-0.266859457	0.855623409	-0.145476952	0.490664915	1.085317428	1.286921223	1.729942595	0.67278746	0.997074299	1.260938675	0.256547954	0.91530118	1.259038668	0.092957618	1.449338352	1.183835825	0.947742195	0.892702114	1.062625577	0.988770575	-0.894146177	1.014330459	1.444011713	1.342660744	1.074705493	1.281661355	1.580249048	1.657850962	0.225355598	1.183492845	1.262596817	0.771493959	-0.075138176	-0.210151635	0.90585073	1.270907632	0.136138768	1.312341244	0.820127938	1.363930132	1.64384291	2.069853681
Slc25a37	1.520932312	1.285855654	1.198455741	1.199077534	1.08409558	0.9672642	1.292953134	1.85553596	1.703240221	1.881111387	1.221440666	0.753612461	0.573900958	0.327371905	1.981591307	1.356740114	1.21866314	0.805852536	1.050487168	0.824623326	0.586472087	1.168832242	1.214133331	1.113268006	1.323404618	1.422853594	1.051839902	1.086408098	1.61052573	2.081530847	1.23161067	1.73693138	0.955677737	1.269206072	1.167287849	1.286254039	1.350172487	1.681166322	0.945454794	0.483500346	0.906904985	0.67344662	0.687138589	0.931555716	1.250852806	1.369377198	0.342692885	1.496775736	1.554408897	1.14282071	1.222525402	0.785359155	1.355115577	1.194142363	1.637406968	1.363699782	1.204839963	0.92311563	1.545779548	1.02703622	0.77920172	1.062375483	0.854664217	1.306167302	0.89846081	1.542666666	1.037912569	0.91475471	1.065066343	1.162079826	0.806450779	1.177178337	0.823761951	0.61737871	0.93627482	1.714751802	1.256051976	1.77200006	0.929413801	1.209138904	1.053560249	1.523841562	0.959402852	0.88210484	1.094208549	0.757642485
Bcat2	0.17658447	0.06669743	0.43185501	0.08014735	0.26662971	-0.10667012	0.34078801	-0.1754222	-0.38523566	-0.08864671	0.27252106	0.05733081	0.31840079	0.26167809	0.49505517	0.25759787	0.05459436	0.07888939	0.39764131	0.40102973	0.37539296	-0.05744359	0.4437537	0.12174212	-0.01436982	0.0547403	0.11689934	0.09117589	0.23168083	-0.13966904	0.15109969	0.04375816	-0.19143525	-0.12728599	-0.05327563	-0.13659875	0.32541008	0.05016133	0.43206748	0.39600485	0.11653752	0.12462892	0.34122724	0.22398785	-0.10680352	0.17159265	0.314794668	0.171077188	0.257429388	0.171658458	0.283402388	-0.059328412	0.015784608	0.059894678	0.133682219	0.090464639	0.316259279	-0.108710001	0.130209799	0.291178229	-0.014943651	0.047830989	-0.019910601	0.186463279	0.275124789	0.085555669	-0.054685451	0.101855689	0.310415179	0.138236979	0.202364149	0.115931629	0.187014269	-0.023336341	-0.139208061	0.164685669	0.264688039	-0.125827691	0.232044559	0.325494919	0.431923869	0.077132369	0.496085889	0.164843949	0.351109259	0.257477719
Btg2	0.64680154	1.0727679	0.75423767	0.92131665	0.6187293	0.42357874	1.333680211	0.73660387	0.74509009	0.953500062	0.87461132	0.664923717	0.25552857	0.34547503	0.41360743	0.57953085	0.84809709	0.60481188	0.64431337	0.79539432	0.79830969	0.74601326	0.43874122	0.49159959	0.60907591	0.797058426	0.862686721	0.922541111	0.22698596	0.78210672	0.744685897	1.246914864	0.95177797	0.68397525	1.105794727	0.61164915	0.949841576	1.2173413	0.87242883	0.618576738	0.92351462	0.85155134	0.75218357	1.05101698	0.65428513	0.8184047	0.84489176	0.65685169	0.93516855	1.173501205	0.862854071	0.83970346	0.25400335	0.40217093	0.923559772	0.801194717	1.228030122	1.195680342	0.745533032	0.417450392	0.684137492	0.565392582	1.001105009	0.889067323	0.306200897	0.761092378	0.932616473	0.824990993	0.645028432	0.730005232	0.728971842	1.036579625	1.292564937	0.340920192	0.917774912	0.450377012	1.037814237	0.61014703	1.272884292	0.575264542	0.683049132	0.415394782	0.938434152	1.020465332	0.621741415	0.397851679
Ugcg	-0.20630877	-0.0003777	-0.21048132	-0.03769274	-0.08353861	-0.07153086	-0.04285659	-0.203018421	-0.05632374	0.10164133	-0.09508452	0.13442918	-0.00513446	-0.19472605	-0.22338038	-0.10736904	-0.30883357	-0.358291	-0.16783925	-0.20515766	-0.40082305	-0.43490534	-0.68267696	-0.424804794	-0.2471148	0.05990698	-0.11870133	-0.13340619	-0.14130818	-0.04288014	0.195495	0.01091798	0.20931651	0.59773573	-0.23482627	-0.06318373	-0.05818269	-0.04944339	-0.13857228	-0.11045094	-0.352629842	0.00915285	-0.02954988	0.11587857	-0.06357979	-0.3324175	-0.379649659	0.152672401	-0.210777369	-0.224166679	-0.020859759	0.175839461	-0.274443599	-0.109800619	0.199385732	0.083538372	-0.040441288	0.016910062	-0.338936998	-0.299295698	-0.088258718	-0.250950218	0.023982122	0.194180692	0.032435992	-0.140694168	0.056617562	0.045691672	-0.302942738	-0.010424748	-0.398463418	-0.190447628	-0.245788658	0.019446382	-0.284744064	-0.27257004	-0.080429988	-0.129537908	-0.297185748	-0.207621568	-0.459351428	-0.350821755	-0.034507628	-0.153464788	0.156348342	0.019190222
Cox18	1.154368547	1.464222059	1.470355487	1.071893665	1.480813606	0.939175962	0.718797392	0.774518889	0.903238807	1.362028458	0.449141032	0.491766429	-0.120470441	0.364891943	0.405542819	0.853794384	0.874374383	0.627668268	0.656504482	0.356869501	0.655594759	1.162230359	1.044493416	1.006407841	1.22135064	1.105312602	0.692135451	1.060317359	1.111115552	1.360113643	0.75180302	0.567575317	1.376051492	1.724123724	1.272504895	0.796852417	0.609744633	0.751008163	0.595136972	0.64753481	0.522142268	0.7654329	0.791981741	0.68684458	0.964878814	0.991707482	0.654015064	0.749675239	0.619734172	0.760409746	0.960257235	0.770550554	0.969544922	1.149657885	0.952869117	0.804202589	0.638733306	0.684618776	0.85693312	0.715943537	1.018160402	0.58955496	0.527141264	0.556426616	0.777058645	0.74091117	1.154236202	1.177423303	0.928813405	1.151105788	0.7224164	0.883160056	0.83855496	0.784547907	0.831688114	0.743793942	0.542982795	0.784156676	0.725749599	0.843839612	0.828683562	1.131489534	0.668040128	0.761375543	0.750430024	0.810264469
Egln3	-1.593169391	-1.247888834	-0.72341873	-1.022946148	-1.017540294	-0.851885378	-0.388117817	0.374153959	-0.447971415	-0.387958632	0.177672615	-0.64302327	-0.613912409	-0.357748193	-1.167232317	-1.701949217	-0.83498827	-1.370835973	-0.208086398	-1.063377903	-1.007390837	-1.135863272	-1.461790108	-0.855261655	-0.3998455	-1.055265807	-0.358338636	-1.257794935	-1.598515141	-0.763352741	-0.125577693	-0.158189142	0.670709648	-1.247251419	-0.532479126	-0.688574406	-0.364529168	-0.853296227	-1.045296017	0.467903486	-1.415062605	-0.991050997	-0.067611295	-0.28330064	-1.833900049	-0.355628455	-0.970861089	-1.618655732	0.051087698	-0.645810693	-0.948914227	-0.079246918	-0.82779296	-0.8370505	-1.928920208	-0.868916435	-0.421303432	-0.528306603	-1.346872302	-0.890601025	-1.00014694	-1.819736826	-0.518604169	-0.319638215	0.005286268	0.055370827	-1.315579141	-0.142319529	-0.457115147	0.251618625	-0.441081902	-1.713252297	-1.187303153	0.305068541	0.054652463	-1.41971132	-0.210262952	-0.907701103	-0.625219452	-0.777339694	-1.049329394	-0.72027543	-1.338058131	-0.248680585	-1.284089826	-0.992995195
