data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_i	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD8_i	BXD6_i	BXD6_ii	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_ii	BXD13_i	BXD13_ii	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Ptgs1	-2.06510297	-2.035548122	-1.71070179	-1.65712538	-1.92891828	-2.343630982	-2.224474805	-2.583168622	-2.808424604	-2.199951672	-1.97061353	-3.138256946	-2.697217757	-1.50003567	-1.29832194	-2.860477906	-2.875008965	-2.264816547	-2.2028214	-2.03438681	-1.25461201	-2.14802962	-2.87486239	-1.81063278	-2.152474226	-1.44263379	-1.69684281	-1.53162397	-1.88034304	-2.333590956	-2.612794982	-2.606218381	-2.878293528	-2.018236275	-2.547564332	-2.192975674	-1.6291435	-2.43268583	-2.588558749	-1.76211839	-1.14403973	-2.557717907	-1.68911706	-0.82682539	-1.25683282	-2.771007193	-2.62542149	-1.604293712	-1.945813669	-2.414292289	-2.030844128	-1.681269719	-2.206408076	-2.606340221	-2.159459622	-2.828129296	-3.108727801	-2.152671712	-2.639166355	-2.001773924	-2.513379168	-1.61277154	-2.651611018	-1.562560857	-1.968573291	-2.435894631	-2.29951298	-1.502174667	-1.691571075	-1.83097323	-1.63333686	-1.654486957	-1.866553527	-2.253748114	-3.183234198	-2.030315381	-1.467784097	-2.100472157	-1.946379347	-2.050206963	-1.857294665	-2.091908903	-1.520848203	-2.288532649	-1.604137467	-1.654190205	-1.258582697
Stat4	-0.106373679	0.194032075	0.561179624	-1.164147617	-0.08991042	-0.409245964	0.231541457	0.074330806	0.488125179	0.181117483	-0.18277564	0.569011552	-0.484500349	0.16857354	-0.260696155	-0.306842579	-1.965101399	-1.125891278	0.559523936	-0.238159146	0.284224878	0.37422638	-0.343378775	0.365451054	-0.03958986	-0.480113685	0.408425107	0.034885632	0.179106024	0.259278437	0.574311824	0.338183609	0.412897894	1.514247312	1.866609163	-0.199343441	0.156985944	-0.093737133	-0.059739885	-0.349714703	-0.315918786	-0.085049362	-0.137256679	0.060786151	-0.445781478	-0.066052829	0.23966065	-0.276269211	0.252492232	-0.392254724	0.377040263	-0.353299122	-0.471927267	0.999862233	0.211137462	0.017718514	0.079764462	-0.339039378	-0.289776998	-0.60285743	1.272523491	1.131596003	-0.014436515	0.834062452	-0.074230025	0.87355433	0.290792754	0.603265684	0.430976564	0.007797152	0.534707521	-0.359434126	-0.600878197	0.110756337	-0.05552623	-0.330766044	-0.765688785	-0.272902442	-1.016550959	0.857867967	-0.010076383	-0.074734582	-0.400804351	0.089766952	-0.545793294	-0.573567548	-0.225128987
Cttn	0.710457633	0.903642379	0.758887342	1.174220704	0.324916878	0.39126756	0.852278602	0.937670507	1.087200536	0.724497503	0.09616653	0.707591139	0.957267516	0.571856185	-0.083675802	0.762290507	0.187571305	0.024741975	0.855554255	0.244201058	0.347887489	0.357624414	0.417580702	0.888094314	0.643114302	0.667460352	0.39877275	0.838165836	0.856062395	0.992757307	0.804060159	1.240917517	1.392995558	1.393958925	1.160112255	1.068700093	0.509340002	1.365801897	0.77175604	0.629266737	0.32716873	0.67175193	0.271452459	0.712693983	0.878877231	0.53781884	0.57875369	0.806069693	0.4826316	0.813765278	0.64526863	0.527246532	0.624941787	0.695942695	0.829944728	1.029736388	0.546440457	0.865282933	1.058310045	0.429237538	1.042048895	0.756193138	0.723976074	0.787576974	0.064736012	1.171620597	0.921863257	0.712895234	0.959743239	0.928257574	0.930050555	0.357963431	0.063408329	0.558950171	0.678424633	0.624113954	0.48611301	0.74961268	0.568738323	0.565543553	1.004836424	0.0550264	0.729671037	0.315575013	0.687554022	1.173823836	0.77089202
Dusp16	1.475006015	1.560546384	1.864847821	1.343377895	1.608756404	1.137004577	1.940506438	1.817932653	2.030164809	1.873443067	1.733452821	2.604904729	2.170781135	1.359493695	1.054132824	1.480664858	1.463420044	1.477413558	1.775850356	1.686058222	1.62408306	1.39023502	1.581554883	1.385248003	1.064878469	1.712095735	1.824675647	1.72704824	1.803022548	2.129850793	1.998253621	2.001139506	2.197774838	2.21609514	2.409948727	1.760759021	2.065405433	1.558495417	1.815608164	1.404048289	1.475501406	1.514008786	1.116023374	1.444461085	1.313335216	1.167936877	1.3431335	1.027549736	1.003742848	2.044277299	2.339239554	1.78400274	2.257822697	1.353405896	1.629163358	2.064347878	2.555665215	1.997548152	2.257990439	1.390660178	1.709133994	1.232025206	1.574438044	1.769553762	1.625628798	1.583624031	2.12508903	1.664297311	1.809481102	1.330181877	1.283269207	1.60896107	1.592043295	1.51306242	2.657539078	1.564153918	1.246788147	2.131004219	2.283579366	1.642041079	1.73213565	1.201740319	1.148136471	1.468811847	1.379245277	1.171854145	1.344340132
Crkl	0.538246996	0.469402482	0.404246195	0.536541461	0.33305521	0.481006902	0.21508521	0.396374357	0.448152548	0.327413824	-0.081102901	0.365727955	0.05424517	0.452651258	0.401562114	0.449824016	0.412140119	0.312318257	0.445104029	0.345684296	0.480130215	0.430248745	0.077528524	0.360710931	0.404253685	0.481212745	0.367517165	0.52731092	0.227482526	0.522413592	0.350644601	0.309145567	-0.077004604	0.517868752	0.263914755	0.486286878	0.453563128	0.483085414	0.202951911	0.519472569	0.239595968	0.506751679	0.273245359	0.211733433	0.32246074	0.424478404	0.283031989	0.348974624	0.596897281	0.39834085	0.20582584	0.420899929	0.16959036	0.402709939	0.255271614	0.418422982	0.122476776	0.384563573	0.34259496	0.454957882	0.14825541	0.400171967	0.277416021	0.473984254	0.250325216	0.478201382	0.445289886	0.386442103	0.383544581	0.433400504	0.480708961	0.636377465	0.440673361	0.089261276	0.433002068	0.159076833	0.725903098	0.029478876	0.363963249	0.341384562	0.586423587	0.215600352	0.354647324	0.093926448	0.30552528	0.2176218	0.512630478
Nlrp3	0.94272157	1.20957352	1.42708542	1.28208763	1.22833881	1.19049894	1.60541867	1.61691739	1.76902022	1.53263921	1.32548057	2.21302082	1.9009791	0.42399466	0.42354216	1.70704078	1.62305239	1.52417558	1.10615832	1.08329497	0.53699141	0.69422073	0.35280441	1.08000077	1.17682815	1.11474873	1.42205183	1.09743395	1.15301303	1.8190242	1.80937325	1.66442197	1.61245459	1.36408977	1.14327769	1.16272919	1.57951501	1.52498206	1.53357122	0.77761888	0.77704593	1.27758603	1.02911218	0.70464517	0.94374489	0.9993603	1.53232958	0.523587757	0.924505637	1.361041777	1.682021407	1.319024387	2.130427427	0.938035867	0.901350747	1.619285209	1.629010629	1.632581519	1.947954679	0.926487309	0.611413539	1.073105889	0.943111839	0.983876109	1.077153719	1.234532869	1.502773589	1.442812859	1.490579779	0.655208399	0.873001969	0.763634299	1.362986529	0.864685159	2.418080969	1.542062349	0.873962129	1.538042029	1.727375219	1.162577319	1.356827089	0.501641129	0.962662319	0.762422289	0.812491749	1.336906409	0.856189569
Elavl4	-0.037852935	0.578372777	0.039755041	0.299502266	-0.732441212	1.77668425	1.010632527	1.173140959	1.25637838	0.73633264	0.660612014	-0.195391225	-0.072533262	1.257171499	1.075856468	0.215723385	-1.88037872	-1.472066919	1.054288628	0.905009806	1.271513826	-0.716376168	0.079178261	-0.645342593	1.276434623	1.384272182	0.603267967	1.045841186	0.126585046	0.717536465	0.240661377	0.599888953	0.33334025	3.315076117	2.438971628	0.306088063	0.805843214	0.729385105	1.355499263	0.155475202	1.123766485	0.845022218	-0.345000328	1.033962455	0.762385658	0.343881392	1.540592409	0.756909463	0.616826887	-0.367069197	0.051286047	1.911311245	1.145479306	1.31757444	-0.470680559	0.189086324	0.697843292	-0.190358688	-0.308547411	0.949378743	1.302723609	0.396155662	0.760668816	1.104798657	1.067991439	0.191484024	0.738243251	0.675473963	0.038378728	0.59182439	0.824118748	0.755049876	1.124030329	0.910122518	1.907836194	1.217151872	0.790281483	0.335637026	0.043255153	0.139362117	1.038296781	0.341240384	1.242544755	0.345376513	0.882412239	0.879487987	1.233815938
Slc25a37	1.960761852	1.881941354	2.285746551	1.980555197	2.131132649	0.86827449	1.441934614	1.90425238	1.696575071	1.740859998	2.006823867	2.055445656	2.252781352	0.634699559	0.051898344	1.17932206	2.954256807	2.299283694	1.365124916	1.775590908	0.954526477	1.216774347	1.169928011	1.748735286	1.30440178	1.671703238	1.881825434	1.686382192	2.190982538	1.97941318	2.094240727	1.44088337	2.14591352	1.177552797	1.926615612	1.836360629	2.324884324	1.581707037	1.624136842	1.298347984	0.580547566	1.290487195	1.122922752	1.554111203	1.69079791	1.463940336	1.618941088	1.065517739	1.9860684	1.981967891	1.979292964	1.762737656	1.444439859	1.440076541	1.292430317	1.856975367	2.157727361	1.988387842	1.911439299	1.400878917	1.422012679	0.705393939	1.223819072	1.782465106	2.139990441	1.166385969	1.986488215	1.850009248	2.155732144	1.138580312	1.238481795	1.6317718	2.100444136	1.49912865	1.822746429	1.137815819	1.516005311	2.457185405	1.895717389	1.59505296	1.393452933	1.157535778	1.567075761	1.891051908	1.826028933	1.224137498	0.840600644
Bcat2	0.32374804	0.1677324	0.33430867	0.31124111	0.04565477	0.11010744	-0.05935499	-0.25343956	-0.39667703	0.40302115	-0.32422635	0.02999196	-0.29947904	0.51608165	0.22792702	0.03663172	0.17853691	-0.27909841	0.02094843	0.16901092	0.24327409	0.23214891	0.44019765	0.32092553	-0.03490334	0.12174658	0.03829556	0.27728213	0.11098724	-0.05265364	-0.27791279	0.16817272	0.02264394	-0.14436907	-0.34324877	0.28310498	-0.19391608	0.09755763	-0.27329581	0.39641949	0.12762152	0.1438498	-0.25189093	0.1489075	-0.03649198	-0.0727099	-0.11330526	0.317798004	-0.000492226	0.202008944	-0.132305696	0.172992994	-0.194377246	0.059577134	-0.008125236	-0.011865885	-0.182352685	-0.005431525	-0.412842225	0.337663885	0.190549365	-0.008734905	0.000626205	0.119750555	0.016894765	0.199215825	-0.162260485	-0.036257115	-0.022445215	0.472136105	0.225904605	0.265729115	0.265457965	0.056096545	-0.097189905	-0.244080505	0.267391505	0.086507735	-0.035593675	0.075418825	0.227743885	0.378795705	0.056455695	-0.034979735	-0.148111675	0.353243475	0.026643225
Btg2	0.66217592	0.90770128	0.35356845	0.82689324	0.20853621	0.4466002	0.915147761	0.82794232	0.78160912	0.34406003	0.485166169	0.54157437	0.425861967	0.21770933	0.56423561	0.5820456	0.05570952	-0.01049132	0.17646201	0.38683564	0.31459267	0.32104826	-0.03991043	0.49312468	0.71368546	0.63906542	0.844459746	0.893694041	0.793516881	-0.10166453	0.40817494	1.063620707	0.837219844	0.92151651	0.52805406	0.908188297	0.51703439	1.110361466	0.82091326	0.54122877	0.566670778	0.60441158	0.40074615	0.62509905	0.92700509	0.5882884	0.90599571	0.545696669	0.108089179	0.896492459	0.922974994	0.74870636	0.652641289	0.176703749	0.316917769	0.787942406	0.617898111	0.487209106	0.710418136	0.715214716	0.428525766	0.295347756	0.462065096	0.725726533	0.542134207	0.819454371	0.871827442	0.763198217	0.700184117	0.626514396	0.485397586	0.104035656	0.829994849	0.711758941	-0.143971064	0.695774166	0.463533146	0.527010591	0.472564254	0.536444016	0.263573026	0.402059436	0.707023366	0.507858676	0.764513506	0.911547839	0.286673973
Ugcg	0.20411986	0.20673912	0.46861641	0.26360323	0.33550573	0.07972549	0.43509559	-0.077466235	0.0201002	0.37850938	0.21322302	0.50512857	1.04252131	-0.02271959	-0.34294574	-0.10300582	0.02697153	0.30213319	0.09697634	0.32582139	-0.11979863	0.14526174	-0.51127605	-0.307267076	0.070415497	0.15429516	0.5617423	0.16488604	0.35517465	0.27744203	0.43777922	0.69474814	0.42010886	0.41058452	0.49569943	0.15595966	0.5656019	-0.10360738	0.24228865	-0.07290424	0.20592559	-0.09227563	0.33889685	0.10502097	0.22447518	-0.00369211	-0.15563099	-0.27095868	0.24601467	0.26010668	0.47059227	0.17525873	0.43966553	0.1124809	0.12317279	0.442501571	0.637408441	0.269072181	0.290303011	-0.099972519	-0.256581969	0.251207781	-0.074693229	0.440168631	0.370959211	0.312274301	0.281118911	0.326292051	0.629093511	-0.293636089	0.123162541	-0.172530069	0.017973841	0.267972711	0.559493611	0.262487659	-0.098757299	0.787666421	0.461537621	0.288952051	0.221211961	-0.258996599	-0.102443079	0.013094971	-0.041757599	-0.060278298	0.124873541
Cox18	0.218161043	0.510242783	0.205287411	0.275868609	0.071071643	0.150644707	-0.220321907	0.29996315	0.161029712	-0.083898277	-0.242276651	0.002548152	-0.459755668	-0.299548656	-0.006950011	0.288996374	0.189528423	0.013008269	-0.051319387	-0.304275627	0.051177015	-0.063829461	-0.340446508	0.462852163	0.223036923	0.199026908	-0.002769898	0.136128356	-0.087566126	0.333001054	0.189208556	0.287944948	0.119767008	0.499109406	0.076666774	0.440689596	-0.114162881	0.176500543	0.037791984	-0.003723393	-0.212977607	0.099694421	0.101247572	0.161442838	0.047709207	0.16454698	0.111154	-0.067116335	-0.149517257	0.029120423	-0.208143952	0.331050395	0.297011183	0.367370973	-0.18350811	0.209938353	0.049065775	-0.061100947	0.353321289	0.095209114	0.120616743	-0.012224677	-0.056587941	-0.098271102	-0.03224583	0.106455622	0.187865341	0.174253023	0.19179573	-0.016870209	0.448291881	-0.332190122	-0.143467992	-0.039053403	0.591652353	0.173573276	-0.007198284	-0.252936682	-0.030642206	-0.089167111	0.036304982	-0.355224781	0.131255101	-0.155391989	0.073880192	-0.029054584	-0.011269192
Egln3	0.775928256	1.382430109	1.673908034	-0.319068628	1.469783268	1.160304668	2.617128189	2.294494743	1.954869827	0.43265625	2.279182908	1.290533341	1.087582478	0.107067938	0.427889761	2.074136908	0.482702863	1.018837348	0.855554255	1.967016921	0.999080722	0.757555021	0.290912713	1.200186057	1.43877503	1.36991689	1.402967134	0.840979818	0.912783691	0.035642849	1.660499862	1.12345091	1.579401578	2.113541509	1.605771723	1.310660792	1.427331591	0.949019554	1.612932032	0.320796671	1.212344198	1.147858635	1.548765145	1.40255475	1.655559949	0.349175692	2.216129934	0.409504703	0.659546961	1.719745904	1.587522267	0.794949176	2.108541401	1.269103842	0.891743641	1.139044969	1.7535966	1.557456536	1.774065358	0.506338374	0.699870276	1.139458257	0.375318017	1.430549384	2.20238675	1.079520015	1.794977388	0.99696853	1.645453067	0.704947848	1.575280648	0.594417547	1.063649815	0.667249373	2.292663336	1.733782587	0.413462633	2.084349058	1.832635815	1.369206465	1.150156779	0.720495951	0.90754608	1.214421369	0.968027923	-0.551233307	0.426852696
Il33	-0.540353276	1.125860573	0.354763721	-1.574966852	-2.258510024	-0.713419064	-0.211759894	0.487522245	-0.911378784	-0.62623744	-1.630619283	-0.916415275	-2.602604004	-1.654772324	-1.167414684	-1.428132805	-0.570038599	-0.595764643	0.292737395	-2.539090159	1.441438828	-1.481910914	1.380347796	-0.667710407	0.276434623	-0.462611104	-0.657092305	-0.408558745	-0.045046855	-2.751948818	-0.561892559	0.962459033	-0.856037114	-1.605276739	-0.615476156	-0.893584283	-1.087241582	0.555355705	-0.473918382	0.418509608	-0.687704545	-1.386015094	0.432607251	-0.370235811	0.192853198	-0.780107325	-0.865399951	-0.597981634	-0.592711888	-0.49012845	-1.503264435	-1.175403902	-0.752526546	-0.221635934	-0.085858135	-0.801495953	-0.588194868	-1.241376819	-0.375029801	0.085573584	-0.655708145	2.131023268	0.501298607	-0.538215704	-3.351434136	-0.131080013	-0.984251392	-1.606448089	-1.090118156	0.688119563	-0.495527805	-0.697697876	-1.614243949	-1.396546974	-0.464616718	-0.963812432	-1.232722272	-1.621778386	-1.724934702	-1.332626469	-0.175371688	-1.336266805	-0.7666532	0.157658614	0.435624942	0.71786017	-1.364448916
Il1rl1	-2.395404944	-1.666906813	-2.103449233	-1.318324869	-2.644813168	-1.919731745	-0.657946092	-1.891518056	-2.391720322	-2.21119994	-2.117858163	-2.107556763	-2.720507408	-1.2316139	-1.434041076	-1.924964395	-4.804093937	-4.143698679	-1.549721328	-1.579617965	-2.264632763	-2.336754348	-2.369952437	-1.473887136	-2.788243996	-1.608949285	-1.390259188	-0.882341653	-2.135900286	-2.3859961	-2.402414345	-1.016782407	-1.266205574	-0.44306503	-1.48744298	-0.795092083	-1.123767458	-0.746876589	-2.028633664	-1.324969293	-0.794619749	-2.537192461	-3.094053944	-1.002860225	-1.351014277	-2.469617482	-2.958075792	-1.397384691	-3.305816689	-2.255016155	-2.40654835	-1.487167605	-1.529931283	-1.217157932	-1.549509697	-2.413670799	-2.940847277	-2.059512579	-2.385044641	-2.26509418	-2.193392447	-1.271570717	-1.705550164	-0.960146941	-1.395471104	-1.129756448	-2.446243344	-1.408028365	-1.898623057	-1.291290642	-1.363723113	-1.893019745	-1.750154608	-1.155021594	-1.491182551	-2.111137208	-1.859339093	-2.065554228	-1.894979555	-2.640634962	-2.13616423	-1.492628733	-1.425471232	-2.500692254	-1.513953751	-0.893006208	-1.329361671
Lhx2	0.547109566	0.87876771	0.659274763	-0.437463328	0.283383755	-1.128456563	1.443591934	-0.563824635	0.574048043	-0.751768321	-0.998351068	-0.401842102	-0.889598309	-0.632404511	-0.304918208	0.964184618	-1.335573346	-2.479740847	-0.051910776	-0.295164576	0.718972803	1.605551927	0.795385295	1.069255187	-0.013071994	0.619985983	0.177848449	-0.73048684	0.106956239	-0.2925172	-0.924462639	-0.622503468	1.711851874	0.975226113	1.799561343	-0.554998844	0.827869521	-0.366641782	-2.458151066	-0.488380988	-1.631121017	0.122131809	0.584610344	0.615958389	-0.511690918	-1.158618948	-1.302463757	0.064300442	-1.088382171	-1.702344787	-0.573258699	0.920774702	-0.943835392	1.494197888	0.501932493	-0.381140181	-0.649990792	-0.620654932	-2.039710134	0.853852658	2.919925853	1.832188147	0.63214776	-1.371387252	-2.371650956	-0.947763439	-0.911461275	-1.153670839	-1.473842174	-0.309136107	0.482543655	1.150954616	1.613466745	-1.043305399	0.040627951	0.041965958	0.120519304	-1.109058597	-1.072132845	0.512468203	1.145448411	-0.196731922	-0.0349	-0.746081546	-1.644092889	0.971566072	1.77837288
Myo5a	-0.20821466	-0.48159824	-0.42941726	0.21866554	-0.03213502	0.27757344	-0.12222926	-0.20609726	-0.42141238	0.28536606	-0.15474614	-0.41664778	-0.32533674	0.26157228	0.02843283	-0.07406881	0.44032657	-0.0653826	0.12049066	-0.0198047	-0.12285901	0.05953692	-0.06322361	0.22893448	0.17635677	-0.30432931	-0.45443661	-0.09543173	-0.31161596	-0.00866387	-0.40497747	-0.06845973	-0.21621917	-0.67758279	-0.42837246	-0.20642915	0.07683434	0.21989519	-0.50928469	0.20435904	0.41142468	0.11795427	-0.06743013	-0.11295111	0.0833063	-0.21675136	-0.41149025	0.097439993	0.338396773	-0.132360237	-0.256118877	0.069323203	-0.047772797	-0.266915267	-0.443779087	-0.328758375	-0.514340845	-0.132356595	-0.008184465	-0.039673915	0.102921555	-0.364778835	0.010219335	-0.413216205	-0.299576235	-0.269465105	-0.281736385	-0.656999595	-0.417856305	-0.029100115	-0.082514715	-0.128662255	-0.114879795	0.148400235	-0.066217005	0.054140355	0.018737255	0.021146125	0.175150335	-0.102175945	0.374105035	0.217042395	0.229326325	-0.163940125	0.089895405	0.140129005	0.354833675
Trem1	1.076435607	1.209467274	1.132710322	1.070965324	0.759665902	0.461960368	1.331782679	1.953269566	2.56172493	1.647138911	2.059199959	2.376943668	1.452871939	-0.040986989	-0.274329888	1.734343391	1.814968174	1.950937364	0.419579991	0.292276074	0.46756666	0.58512921	-0.54104237	1.219497824	1.519244001	0.789934308	0.823895462	0.356328036	0.470674961	1.197586113	2.344136466	2.011315199	2.83807214	1.773351944	1.071210486	0.625130245	0.714658915	0.987333067	1.92892257	0.24288291	-0.354603383	0.987815656	0.897660287	0.359245388	0.578506893	0.739320047	1.199637528	-0.230398114	0.122435743	1.39063386	1.712062162	1.061826687	2.513842382	0.574040138	1.024014718	1.706208021	2.28006711	1.701985438	2.951626074	0.108653345	0.102967948	0.965737345	0.727843595	0.808881922	1.054970248	1.295765235	2.006890022	0.843940741	0.715852693	-0.080974132	0.707272156	-0.103418584	0.406859232	0.28214962	2.344182855	1.654442654	0.549863802	1.249951586	0.891120697	1.012739079	1.01741617	-0.200236683	0.895972534	1.151444062	0.821525682	1.132581862	0.219884046
Oasl2	0.729750191	1.16946038	0.406294023	-0.223439231	-0.130405198	0.11879023	0.264861036	1.27270206	1.617965522	0.239133887	0.435510305	0.833447313	-0.792874275	-1.33784202	-1.342419602	-0.10044544	0.4845421	-1.115693258	-0.403310554	0.315333017	0.14982057	0.119452358	-0.912433954	0.78677583	0.76060966	0.65033833	0.980624083	-0.298069698	0.216516164	0.598548429	1.377324752	0.166539576	0.145718565	2.765358153	2.284098142	1.830770335	1.633520136	0.882930367	1.256774981	0.01312528	0.242217019	-0.139637625	0.943895351	0.037422158	0.960897604	0.55996812	1.255130495	-1.171412463	-0.883564828	2.218520139	1.368533348	1.188285214	-1.004000016	1.554476094	0.246377244	1.419339968	1.005592498	-1.336961102	-0.180797422	0.611760488	0.705133168	-0.800363952	-0.581950432	-0.10761756	0.675719967	1.663015097	1.340663483	1.255780712	1.065849706	0.770701223	-0.280360656	0.419406924	0.491188687	-0.191080687	0.278796783	-0.151509952	-0.013632852	0.440544028	0.445836178	0.032558388	-0.465546532	-0.667606592	0.385143498	0.599788634	0.9543293	-0.013785757	-0.076360542
Wdfy1	-0.211184538	0.624098886	0.576061395	0.3222499	0.655760102	0.166061591	0.198285122	0.139863876	0.1343144	-0.005334057	0.587855668	-0.229939452	0.065122383	-0.054560054	-0.140779557	-0.093288822	-0.028498379	0.087484695	0.069877704	0.241076752	-0.131991277	0.336178137	0.224388974	-0.148590445	0.106705361	0.136713315	0.36103166	0.208265971	0.010577449	0.028833008	0.262008672	-0.196142581	-0.076335638	-0.154175551	0.467262333	0.350698949	0.359892793	0.235683584	0.105353006	-0.045300451	0.323075293	-0.227707424	0.182228146	0.340433039	0.091958049	-0.179680564	-0.08789877	0.07327896	-0.068481002	-0.037695227	0.183660702	0.1068834	-0.037031734	0.232602683	0.295103504	0.223175771	0.237926927	0.41109393	0.462172154	0.106423771	0.123985315	0.593631737	0.685997411	0.398497116	0.177100763	-0.385841184	0.291555981	0.254939036	0.484981319	-0.33497157	0.451100484	-0.043302179	-0.325107059	0.123682741	-0.678489621	-0.218222127	-0.207696409	-0.005993731	0.011227206	0.116671892	0.009855494	0.20609444	-0.050120743	-0.363281534	-0.195397998	0.313722739	-0.154739261
